,source_name,event_date,location_accuracy,landslide_category,landslide_trigger,landslide_size,fatality_count,country_name,country_code,longitude,latitude,continent
6074,diamond-valley-leader.whereilive,2011-01-14,5km,mudslide,downpour,1,0.0,Australia,AU,145.1344,-37.7383,OC
6075,nepalnews,2008-12-25,unknown,mudslide,mining,2,3.0,Nepal,NP,81.3097,29.3559,AS
6076,Inquirer.net,2014-01-12,10km,landslide,tropical_cyclone,2,0.0,Philippines,PH,125.85,7.3667,AS
6077,The National,2016-10-18,25km,landslide,rain,2,0.0,Papua New Guinea,PG,145.0996,-5.8673,OC
6078,Lompoc Record,2014-12-03,1km,rock_fall,downpour,1,0.0,United States,US,-120.1725,34.5288,NA
6079,dawn,2010-08-11,50km,landslide,downpour,3,40.0,Pakistan,PK,73.9791,35.3599,AS
6080,United Press International - Newsdaily.com,2007-05-04,unknown,mudslide,rain,2,1.0,Afghanistan,AF,65.7424,35.625,AS
6082,english.cri.cn,2013-08-16,unknown,landslide,tropical_cyclone,2,0.0,China,CN,113.1123,25.2745,AS
6083,Angle News,2016-07-22,5km,debris_flow,rain,3,0.0,Switzerland,CH,7.599044836,46.27197927,EU
6084,cebuinfo.blogspot,2010-12-10,10km,landslide,downpour,1,0.0,Philippines,PH,123.6703,10.182,AS
6085,myRepublica,2014-08-15,50km,landslide,continuous_rain,2,1.0,Nepal,NP,82.7065,28.6985,AS
6086,K5,2014-11-09,1km,mudslide,downpour,1,0.0,United States,US,-122.4491,47.2664,NA
6088,Rail Magazine,2016-06-13,10km,landslide,downpour,2,0.0,United Kingdom,GB,-0.6835,52.5362,EU
6089,news.xinhuanet,2010-05-15,5km,landslide,downpour,2,0.0,Italy,IT,11.2603,44.3189,EU
6090,Hindu,2016-10-15,5km,landslide,downpour,2,0.0,India,IN,88.5292,27.171999999999997,AS
6091,Pajhwok Afghan News,2016-03-26,25km,landslide,rain,2,4.0,Afghanistan,AF,70.75399999999999,34.9376,AS
6092,FOCUS Information Agency,2015-03-21,25km,landslide,rain,2,0.0,Bulgaria,BG,22.8963,42.2481,EU
6094,The Times of India,2015-07-18,50km,mudslide,continuous_rain,2,0.0,India,IN,84.0696,24.0406,AS
6095,United Press International,2016-07-24,250km,landslide,downpour,2,4.0,North Korea,KP,125.0964,40.2315,AS
6096,KRTV,2016-05-18,exact,other,no_apparent_trigger,1,0.0,United States,US,-108.6856,45.8126,NA
6097,news.xinhuanet,2011-06-19,10km,landslide,downpour,4,0.0,China,CN,110.7888,32.6506,AS
6098,india.nydailynews,2012-09-14,5km,landslide,downpour,4,19.0,India,IN,78.9829,30.2853,AS
6099,The Bolton News,2015-12-30,exact,mudslide,flooding,2,0.0,United Kingdom,GB,-2.46,53.5967,EU
6100,ibnlive.in,2011-04-17,unknown,landslide,downpour,2,5.0,India,IN,75.5526,33.1488,AS
6101,The Daily Star,2010-06-15,5km,landslide,downpour,2,1.0,Bangladesh,BD,92.19314477,21.23967983,AS
6102,AGU Blogosphere,2015-08-27,25km,rock_fall,snowfall_snowmelt,2,0.0,France,FR,6.8171,45.8549,EU
6103,chinadaily,2010-05-03,unknown,landslide,mining,2,15.0,Myanmar [Burma],MM,97.8542,25.4053,AS
6104,The Jakarta Post,2015-11-22,25km,landslide,rain,2,0.0,Indonesia,ID,100.2804,-0.2751,AS
6105,westseattleblog.com,2010-12-10,1km,mudslide,downpour,1,0.0,United States,US,-122.3915,47.5095,NA
6108,ABP News,2016-08-29,5km,rock_fall,continuous_rain,2,0.0,India,IN,77.8561,31.5728,AS
6110,mercurynews,2011-03-24,exact,landslide,downpour,2,0.0,United States,US,-122.3238,37.9591,NA
6111,WCAX,2011-05-04,exact,mudslide,downpour,2,0.0,United States,US,-73.051,44.9344,NA
6112,ABS CBN News.com,2014-01-13,25km,landslide,tropical_cyclone,3,6.0,Philippines,PH,125.5872,10.2143,AS
6113,The Hindu,2014-05-04,10km,landslide,rain,1,0.0,India,IN,76.8267,11.3403,AS
6114,NDTV,2015-07-24,1km,landslide,continuous_rain,2,0.0,India,IN,75.4189,34.258,AS
6116,newsinfo.inquirer,2008-02-23,25km,landslide,rain,2,1.0,Philippines,PH,125.8992,7.1633,AS
6117,nzherald,2010-09-25,5km,landslide,downpour,2,0.0,New Zealand,NZ,175.8188,-40.3271,OC
6118,newsday.tt,2011-12-02,5km,mudslide,downpour,1,0.0,Trinidad and Tobago,TT,-61.2714,10.5133,NA
6119,ksro,2011-03-23,1km,landslide,downpour,2,0.0,United States,US,-123.0556,38.917,NA
6120,www.thehindu.com,2013-10-18,25km,landslide,rain,2,0.0,India,IN,79.0853,30.5345,AS
6121,rapidcityjournal.com,2013-06-01,1km,mudslide,rain,1,0.0,United States,US,-103.7826,44.3507,NA
6123,nationmultimedia,2011-11-23,25km,landslide,downpour,2,0.0,Thailand,TH,99.2003,9.387,AS
6124,www.antaranews.com,2013-12-20,25km,landslide,downpour,3,0.0,Indonesia,ID,109.5337,-7.6926,AS
6126,nbcnewyork,2010-03-30,5km,mudslide,downpour,1,0.0,United States,US,-72.9684,40.9647,NA
6128,livenews.co.nz,2013-07-21,10km,landslide,earthquake,2,0.0,New Zealand,NZ,173.9339,-41.7073,OC
6129,nytimes,2010-02-23,10km,landslide,downpour,4,44.0,Indonesia,ID,107.4737,-7.1129999999999995,AS
6131,Kenya Broadcasting Corporation,2007-09-08,10km,landslide,rain,3,6.0,Nepal,NP,83.9533,28.2333,AS
6133,colombiareports.com,2010-11-20,25km,landslide,downpour,2,0.0,Colombia,CO,-72.8756,6.8202,SA
6135,courant,2008-08-09,25km,mudslide,rain,3,34.0,Burkina Faso,BF,-3.1,9.833,AF
6136,cnn,2010-04-06,10km,mudslide,downpour,2,1.0,Brazil,BR,-43.1823,-22.5046,SA
6137,New Straits Times,2016-10-18,5km,rock_fall,rain,1,0.0,Malaysia,MY,100.2521,5.3491,AS
6139,2.wsls,2011-03-10,5km,landslide,downpour,2,0.0,United States,US,-80.6597,36.8693,NA
6140,herald-dispatch,2010-07-21,1km,landslide,downpour,2,0.0,United States,US,-82.4781,38.4262,NA
6141,Republica,2014-07-18,5km,landslide,rain,1,0.0,Nepal,NP,83.6011,28.3048,AS
6143,theprovince,2010-09-24,1km,complex,downpour,2,0.0,Canada,CA,-127.5062,50.7053,NA
6144,The Malaysian Insider,2014-10-20,1km,landslide,downpour,2,0.0,Malaysia,MY,101.5543,3.4463,AS
6145,Prensa Libre,2015-09-23,25km,landslide,continuous_rain,2,0.0,Guatemala,GT,-90.7998,14.5558,NA
6147,print.dailymirror,2010-11-24,10km,landslide,downpour,2,0.0,Sri Lanka,LK,80.9083,6.9025,AS
6149,scoop,2011-01-29,5km,landslide,tropical_cyclone,2,0.0,New Zealand,NZ,174.0922,-35.3261,OC
6150,gulfnews.com,2009-10-05,5km,landslide,tropical_cyclone,2,8.0,Philippines,PH,120.59700000000001,16.402,AS
6152,myrepublica,2010-09-14,5km,landslide,downpour,2,0.0,Nepal,NP,85.8166,27.7513,AS
6153,CBC News,2015-05-23,5km,debris_flow,downpour,2,0.0,Canada,CA,-121.3232,50.7968,NA
6154,my-telugu,2010-08-26,1km,complex,downpour,2,0.0,India,IN,80.6053,16.5141,AS
6155,Hindustantimes.com,2007-08-25,25km,landslide,continuous_rain,2,17.0,China,CN,104.5167,28.7,AS
6157,The Northeast Today,2015-09-14,5km,landslide,downpour,2,0.0,India,IN,92.7187,23.7313,AS
6158,thehindu,2010-09-24,5km,landslide,downpour,2,0.0,India,IN,76.3902,9.8988,AS
6159,Seattle Times,2014-08-02,exact,landslide,continuous_rain,3,174.0,Nepal,NP,85.8692,27.7702,AS
6161,rferl,2011-05-11,unknown,landslide,downpour,2,1.0,Kyrgyzstan,KG,72.8282,41.4088,AS
6162,ZeHabesha,2016-05-11,1km,landslide,downpour,3,42.0,Ethiopia,ET,37.7542,6.8586,AF
6164,GMA News,2014-07-26,5km,landslide,downpour,2,0.0,Philippines,PH,124.8964,8.6068,AS
6165,Rappler,2014-01-13,5km,landslide,tropical_cyclone,3,1.0,Philippines,PH,125.9211,8.6251,AS
6167,myfox8,2010-01-24,5km,mudslide,downpour,1,0.0,United States,US,-80.2462,36.2967,NA
6168,Focus Taiwan,2016-05-22,25km,rock_fall,earthquake,2,0.0,Taiwan,TW,120.6824,22.7611,AS
6170,google,2010-10-21,25km,mudslide,tropical_cyclone,2,9.0,Taiwan,TW,121.8279,24.5436,AS
6171,colombiareports.com,2010-11-20,25km,landslide,downpour,2,1.0,Colombia,CO,-75.0495,5.3298,SA
6173,The Press and Journal,2016-01-29,1km,landslide,downpour,1,0.0,United Kingdom,GB,-2.042,57.6897,EU
6174,timesofindia.indiatimes,2010-09-11,5km,landslide,downpour,2,0.0,India,IN,76.9844,30.7059,AS
6175,thaindian,2008-05-18,unknown,landslide,mining,2,5.0,India,IN,83.1809,19.5178,AS
6177,kuenselonline,2009-08-18,1km,landslide,downpour,2,0.0,Bhutan,BT,89.4497,26.8928,AS
6178,globalnation.inquirer,2011-02-05,10km,landslide,downpour,2,0.0,Philippines,PH,123.7756,10.4578,AS
6179,Kashmir Life,2016-04-04,5km,landslide,continuous_rain,1,0.0,India,IN,74.2798,34.4002,AS
6180,telluridenews,2011-07-18,10km,landslide,rain,1,0.0,United States,US,-107.8548,37.9478,NA
6181,dfwatch.net,2013-08-18,10km,landslide,tropical_cyclone,2,0.0,Georgia,GE,42.1061,42.0252,AS
6184,brudirect,2010-01-20,25km,landslide,downpour,2,0.0,Brunei,BN,114.8333,4.8333,AS
6186,channel6newsonline.com,2012-03-06,25km,landslide,downpour,2,7.0,China,CN,113.0005,23.7505,AS
6187,news.oneindia.in,2013-07-31,10km,landslide,downpour,2,4.0,India,IN,78.0949,30.3822,AS
6188,Times Standard Breaking News,2015-11-08,exact,landslide,rain,2,0.0,United States,US,-124.0682,41.3842,NA
6189,www.elmorecounty.org,2013-09-29,25km,landslide,continuous_rain,3,0.0,United States,US,-115.3455,43.8187,NA
6190,goskagit,2012-02-22,10km,landslide,downpour,2,0.0,United States,US,-122.2221,47.961999999999996,NA
6191,timesleader,2011-04-28,5km,landslide,downpour,2,0.0,United States,US,-87.7898,37.1552,NA
6193,news24,2011-07-28,unknown,landslide,downpour,2,2.0,Philippines,PH,124.2467,9.8011,AS
6194,Rising Kashmir,2015-03-15,5km,landslide,continuous_rain,2,0.0,India,IN,74.3836,34.0786,AS
6195,Times of India,2011-08-07,50km,landslide,downpour,2,0.0,India,IN,76.9316,31.7083,AS
6196,www.eveningtelegraph.co.uk,2013-12-29,exact,landslide,downpour,1,0.0,United Kingdom,GB,-2.9977,56.4679,EU
6197,Laramie Live,2016-08-27,25km,rock_fall,earthquake,2,0.0,United States,US,-110.4327,43.3672,NA
6198,WIAT,2014-04-07,5km,mudslide,downpour,1,0.0,United States,US,-86.7896,33.4407,NA
6199,news.xinhuanet,2008-06-13,50km,landslide,rain,3,12.0,China,CN,111.3054,37.7356,AS
6201,Radio New Zealand,2014-12-22,25km,landslide,continuous_rain,2,0.0,Papua New Guinea,PG,145.0722,-6.1014,OC
6204,greenfudge,2011-11-22,5km,landslide,downpour,2,0.0,Italy,IT,16.5877,38.9102,EU
6207,Business Standard,2014-08-18,50km,landslide,downpour,2,0.0,India,IN,78.4594,30.9936,AS
6208,english.eluniversal,2010-11-27,5km,landslide,downpour,2,0.0,Venezuela,VE,-66.9211,10.4867,SA
6210,Statesman Journal,2014-04-27,25km,landslide,rain,1,0.0,United States,US,-122.6445,44.871,NA
6211,www.yourlocalguardian.co.uk,2013-12-24,5km,landslide,downpour,2,0.0,United Kingdom,GB,-0.1532,51.2934,EU
6215,www.thehimalayantimes.com,2013-06-17,5km,landslide,rain,2,5.0,Nepal,NP,80.4687,29.5193,AS
6216,Muskogee Phoenix,2015-05-29,5km,mudslide,downpour,1,0.0,United States,US,-95.2882,35.6601,NA
6217,bloomberg,2010-09-21,unknown,landslide,tropical_cyclone,2,0.0,China,CN,110.9276,21.6598,AS
6220,kypost,2011-04-21,1km,landslide,downpour,2,0.0,United States,US,-84.6449,39.0744,NA
6221,globalnation.inquirer,2011-01-27,25km,landslide,downpour,1,0.0,Philippines,PH,125.0778,10.3402,AS
6222,IndiaVision,2011-01-02,25km,landslide,downpour,2,0.0,Philippines,PH,124.9944,11.2462,AS
6223,mauinow.com,2012-03-06,1km,mudslide,downpour,1,0.0,United States,US,-157.8072,21.2558,NA
6226,businessweek,2010-07-13,unknown,landslide,downpour,2,7.0,China,CN,101.5041,28.9525,AS
6227,Star,2015-01-20,1km,other,downpour,1,0.0,Malaysia,MY,101.7329,3.0536,AS
6231,reliefweb.int,2012-04-08,1km,landslide,downpour,2,0.0,Indonesia,ID,109.1949,-6.9759,AS
6232,Irrawaddy ,2011-06-24,25km,landslide,downpour,3,0.0,Thailand,TH,98.31350436,16.58058045,AS
6233,google,2010-07-27,1km,landslide,downpour,3,0.0,China,CN,102.7348,29.3199,AS
6234,reuters,2010-08-26,1km,landslide,downpour,2,12.0,Turkey,TR,40.6167,41.0524,AS
6238,thejakartapost,2011-04-27,10km,landslide,downpour,2,3.0,Indonesia,ID,119.7979,-3.1448,AS
6240,ross-shirejournal,2011-07-15,5km,landslide,downpour,2,0.0,United Kingdom,GB,-4.1153,57.6513,EU
6241,china,2011-08-08,10km,landslide,rain,2,2.0,Bangladesh,BD,92.2168,22.2009,AS
6242,tennessean,2010-05-02,1km,landslide,downpour,2,0.0,United States,US,-86.8239,35.9778,NA
6245,Press TV,2015-09-17,5km,landslide,downpour,3,6.0,Mexico,MX,-96.1585,19.1849,NA
6248,Jakarta Post,2015-01-18,5km,landslide,downpour,3,0.0,Indonesia,ID,123.0963,0.9039,AS
6249,wsmv,2010-05-09,10km,mudslide,downpour,1,0.0,United States,US,-86.8568,36.0959,NA
6250,www.dailymail.co.uk,2013-06-23,5km,mudslide,downpour,2,0.0,United States,US,-91.21799999999999,43.3656,NA
6251,www.3news.co.nz,2013-06-20,1km,mudslide,downpour,2,0.0,New Zealand,NZ,170.5972,-45.8237,OC
6254,seattletimes.nwsource,2011-01-13,5km,mudslide,rain,1,0.0,United States,US,-122.1879,47.9433,NA
6255,peninsuladailynews,2011-01-14,5km,complex,downpour,3,0.0,United States,US,-124.4976,48.328,NA
6258,times-standard,2012-01-19,5km,landslide,rain,1,0.0,United States,US,-124.1271,41.0555,NA
6262,Vos Iz Neias,2014-04-30,10km,mudslide,downpour,1,0.0,United States,US,-73.8992,40.949,NA
6263,themapleleafer,2010-12-13,exact,landslide,downpour,2,0.0,United States,US,-122.2861,47.7358,NA
6264,edition.cnn,2010-10-17,50km,landslide,downpour,2,0.0,Vietnam,VN,107.2806,16.2137,AS
6267,mb,2011-01-30,50km,landslide,downpour,2,0.0,Philippines,PH,125.4908,8.572000000000001,AS
6268,dailymirror,2008-04-28,50km,landslide,rain,3,60.0,Indonesia,ID,111.117,-7.6667,AS
6270,Cosumnes Connection,2016-10-04,1km,landslide,tropical_cyclone,3,27.0,China,CN,119.3033,28.7835,AS
6274,The Daily Star,2010-06-15,10km,landslide,downpour,2,2.0,Bangladesh,BD,92.0082,21.4384,AS
6276,www.bakersfieldnow.com,2013-08-19,1km,landslide,rain,2,0.0,United States,US,-118.7773,35.4608,NA
6277,voiceofsikkim.com,2010-04-17,1km,landslide,downpour,1,0.0,India,IN,88.6087,27.322,AS
6278,myrepublica,2010-10-08,25km,landslide,downpour,2,2.0,Nepal,NP,80.9787,28.7038,AS
6279,Illawarra Mercury,2010-06-03,1km,rock_fall,downpour,1,0.0,Australia,AU,150.8535,-34.4075,OC
6280,www.coloradoan.com,2013-07-18,5km,landslide,rain,2,0.0,United States,US,-105.6744,40.3364,NA
6282,maps.google.com,2010-04-06,1km,landslide,downpour,2,0.0,Brazil,BR,-43.0455,-22.8781,SA
6283,alertnet,2008-08-25,50km,mudslide,downpour,2,1.0,Mexico,MX,-99.365,19.436,NA
6286,indianexpress,2010-05-31,50km,landslide,downpour,2,0.0,India,IN,95.8776,28.4298,AS
6287,Indian Express,2016-06-21,1km,landslide,downpour,1,0.0,India,IN,73.009,19.19,AS
6288,www.artsjournal.com,2013-12-09,1km,landslide,other,1,0.0,France,FR,4.8111,45.7686,EU
6290,Indian Express,2016-05-18,1km,landslide,continuous_rain,2,2.0,India,IN,92.7264,24.5204,AS
6294,mcot,2011-03-30,5km,mudslide,downpour,2,4.0,Thailand,TH,98.9476,8.2531,AS
6295,The Hindu,2016-07-01,1km,landslide,downpour,3,5.0,India,IN,92.6351,27.0136,AS
6296,timesofindia.indiatimes,2011-07-08,50km,landslide,rain,2,0.0,India,IN,77.1935,32.3237,AS
6297,Hawaii News Now,2016-07-26,1km,landslide,tropical_cyclone,2,0.0,United States,US,-157.7894,21.3681,NA
6299,Thai Visa News,2015-06-13,exact,landslide,downpour,2,1.0,Thailand,TH,98.2997,7.8784,AS
6300,news.msn,2011-12-15,1km,landslide,downpour,3,9.0,Colombia,CO,-77.2223,1.507,SA
6302,The Salt Lake Tribune,2014-02-27,1km,landslide,downpour,2,0.0,United States,US,-111.9381,41.1272,NA
6303,newsinfo.inquirer,2009-09-26,5km,landslide,tropical_cyclone,3,1.0,Philippines,PH,120.8269,16.7432,AS
6306,The Times of India,2015-06-12,1km,landslide,downpour,1,0.0,India,IN,72.8406,19.1209,AS
6307,Kathmandu Post,2015-07-30,5km,landslide,monsoon,2,0.0,Nepal,NP,83.6118,28.2635,AS
6308,cravenherald,2010-09-23,5km,landslide,downpour,1,0.0,United Kingdom,GB,-1.7949,53.9923,EU
6309,Inquirer.com,2007-08-23,5km,mudslide,tropical_cyclone,2,6.0,Mexico,MX,-97.85,19.9333,NA
6310,essentialpublicradio,2012-01-11,1km,landslide,rain,1,0.0,United States,US,-80.0176,40.4376,NA
6311,opinion250,2011-06-25,25km,mudslide,downpour,2,0.0,Canada,CA,-121.6296,55.6976,NA
6315,Philippine Star,2015-08-21,10km,landslide,tropical_cyclone,2,1.0,Philippines,PH,120.9263,16.9379,AS
6316,www.wktv.com,2013-07-06,1km,mudslide,rain,1,0.0,United States,US,-75.0289,43.0091,NA
6317,www.business-standard.com,2013-06-18,unknown,landslide,rain,2,4.0,India,IN,75.2476,12.8446,AS
6318,pamirtimes.net,2010-08-01,25km,landslide,downpour,2,0.0,Pakistan,PK,74.2869,36.0636,AS
6319,turnto23,2015-10-15,unknown,debris_flow,downpour,2,0.0,United States,US,-118.4825,35.1792,NA
6320,InterAksyon,2015-01-19,5km,landslide,tropical_cyclone,2,0.0,Philippines,PH,124.2714,13.8383,AS
6321,livenews.co.nz,2013-07-21,10km,landslide,earthquake,2,0.0,New Zealand,NZ,174.2633,-41.7506,OC
6323,ibnlive.in,2011-06-02,25km,landslide,downpour,2,0.0,India,IN,76.9408,9.8306,AS
6324,Inquirer.net,2015-12-18,250km,landslide,rain,2,4.0,Philippines,PH,121.9162,13.9716,AS
6325,Antara News,2014-01-14,5km,landslide,downpour,3,8.0,Indonesia,ID,124.8238,1.3801,AS
6326,www.tempo.com.ph,2013-09-11,5km,landslide,downpour,2,1.0,Philippines,PH,121.6,14.7333,AS
6328,ukpress.google,2008-06-14,25km,landslide,rain,3,21.0,India,IN,93.6287,27.0998,AS
6330,healthcarendiet,2010-07-06,10km,landslide,downpour,2,0.0,India,IN,78.8847,30.2485,AS
6332,marinij,2011-03-24,1km,mudslide,downpour,1,0.0,United States,US,-122.4484,37.8871,NA
6333,www.wkyt.com,2013-08-13,10km,mudslide,downpour,1,0.0,United States,US,-82.6605,37.4598,NA
6334,Free Press Kashmir,2014-07-22,1km,landslide,rain,1,0.0,India,IN,75.2406,33.2395,AS
6335,road.cc,2014-03-09,5km,landslide,continuous_rain,2,0.0,Italy,IT,8.4163,44.2136,EU
6336,antara,2009-11-22,5km,landslide,downpour,2,3.0,Indonesia,ID,98.5333,2.8,AS
6338,ANSA en General News,2015-11-27,25km,rock_fall,rain,1,1.0,Italy,IT,14.5982,41.6507,EU
6340,reliefweb,2011-05-23,25km,landslide,tropical_cyclone,2,0.0,Philippines,PH,126.1544,7.3521,AS
6341,Bluefield Daily Telegraph,2016-02-22,1km,rock_fall,rain,1,0.0,United States,US,-81.4261,37.4082,NA
6342,Orissa Diary,2014-10-12,25km,landslide,tropical_cyclone,2,0.0,India,IN,84.0502,19.1008,AS
6344,Isle of Wight,2014-04-27,1km,landslide,continuous_rain,1,0.0,United Kingdom,GB,-1.2786,50.766000000000005,EU
6345,NDTV,2015-08-08,10km,landslide,downpour,2,0.0,India,IN,75.1994,32.9961,AS
6346,King5.com,2014-03-08,1km,mudslide,downpour,2,0.0,United States,US,-122.3217,47.3473,NA
6347,Global News,2014-11-08,1km,landslide,rain,1,0.0,Canada,CA,-121.7407,49.1797,NA
6348,maps.google.com,2010-04-06,1km,landslide,downpour,2,0.0,Brazil,BR,-43.1737,-22.962,SA
6349,rttnews,2010-09-21,5km,landslide,tropical_cyclone,2,0.0,China,CN,111.3604,22.4827,AS
6350,northernstar,2012-01-27,5km,landslide,downpour,2,0.0,Australia,AU,153.3923,-28.5358,OC
6354,Fire Engineering,2014-06-19,25km,landslide,rain,2,9.0,Nepal,NP,82.68,28.0054,AS
6355,trinidadexpress,2010-10-31,5km,landslide,tropical_cyclone,2,0.0,Trinidad and Tobago,TT,-60.9436,10.8334,NA
6356,reliefweb,2010-10-12,25km,landslide,downpour,2,9.0,Indonesia,ID,122.1815,-0.9359999999999999,AS
6358,thejakartapost,2009-11-22,5km,landslide,downpour,2,0.0,Indonesia,ID,109.0,-7.7333,AS
6360,morungexpress,2011-08-13,10km,mudslide,downpour,2,0.0,India,IN,93.8067,25.7713,AS
6361,Arkansas Matters,2015-12-29,5km,mudslide,rain,1,0.0,United States,US,-93.9131,35.8736,NA
6362,whittierdailynews,2010-01-21,1km,mudslide,downpour,1,0.0,United States,US,-118.2246,34.2342,NA
6363,The Times of India,2015-06-30,1km,landslide,downpour,2,1.0,India,IN,88.6556,27.0875,AS
6364,skyscrapercity,2010-10-18,25km,rock_fall,tropical_cyclone,2,0.0,Philippines,PH,120.6076,16.3712,AS
6365,twitter.com,2010-11-17,5km,landslide,downpour,2,0.0,United Kingdom,GB,-4.7497,50.3859,EU
6367,King 5,2015-02-07,25km,mudslide,rain,2,0.0,United States,US,-122.315,47.9196,NA
6368,reliefweb.int,2012-04-05,5km,landslide,rain,2,0.0,Indonesia,ID,107.5044,-6.9959,AS
6371,laht,2009-11-16,25km,mudslide,downpour,2,3.0,Brazil,BR,-43.24,-23.0,SA
6373,CCTV (Central China Television),2016-07-06,100km,mudslide,downpour,2,0.0,China,CN,101.44,30.0694,AS
6374,post-gazette,2011-03-08,1km,landslide,downpour,2,0.0,United States,US,-80.1091,40.3927,NA
6375,The Statesman,2015-07-27,1km,landslide,continuous_rain,1,0.0,Bangladesh,BD,91.8295,22.3513,AS
6376,Bluefield Daily Telegraph,2016-02-23,1km,landslide,rain,1,0.0,United States,US,-81.4268,37.4096,NA
6378,bendbulletin,2012-03-29,5km,landslide,rain,1,0.0,United States,US,-124.3924,42.6118,NA
6379,www.business-standard.com,2013-08-19,25km,landslide,tropical_cyclone,2,2.0,India,IN,74.0226,34.0942,AS
6381,stuff,2011-04-26,1km,landslide,downpour,2,0.0,New Zealand,NZ,176.8242,-40.1685,OC
6382,Tribune,2015-08-09,5km,rock_fall,rain,1,0.0,India,IN,76.5102,31.6916,AS
6384,fresnobee,2010-12-30,1km,mudslide,downpour,1,0.0,United States,US,-119.7669,37.6782,NA
6385,kirotv,2009-11-17,5km,mudslide,downpour,2,0.0,United States,US,-123.1595,47.3681,NA
6387,China Radio International's English Service,2014-08-03,1km,landslide,earthquake,2,55.0,China,CN,103.4086,27.0409,AS
6389,Juneau Empire,2015-09-29,exact,mudslide,downpour,1,0.0,United States,US,-134.4739,58.3336,NA
6390,reliefweb,2010-09-29,25km,landslide,tropical_cyclone,2,0.0,Jamaica,JM,-77.0476,18.0677,NA
6391,reliefweb,2008-09-11,10km,landslide,downpour,2,1.0,Nepal,NP,85.3717,27.776999999999997,AS
6393,deviantly.blogspot,2008-09-18,unknown,landslide,rain,2,6.0,China,CN,103.95,27.136999999999997,AS
6394,Hiru News,2014-06-01,10km,landslide,rain,2,4.0,Sri Lanka,LK,80.1721,6.6206,AS
6395,Epoch Times,2012-08-30,5km,mudslide,downpour,3,10.0,China,CN,101.8873,27.8235,AS
6397,El Nuevo Diario,2015-06-10,5km,landslide,rain,1,0.0,Nicaragua,NI,-84.6701,13.9719,NA
6398,sundayobserver,2010-10-03,5km,landslide,downpour,2,0.0,Sri Lanka,LK,80.9779,6.8066,AS
6401,Hindu,2011-07-19,1km,landslide,rain,2,0.0,India,IN,88.42572376,27.05374234,AS
6402,Jakarta Post,2010-07-25,unknown,landslide,downpour,3,18.0,Indonesia,ID,126.6457,-3.4326,AS
6403,News,2014-02-22,50km,landslide,downpour,3,11.0,Indonesia,ID,140.718,-2.5236,AS
6404,nj,2011-04-16,1km,mudslide,downpour,1,0.0,United States,US,-74.0424,40.7443,NA
6405,guardian,2010-11-29,1km,landslide,downpour,2,0.0,Venezuela,VE,-66.9146,10.4891,SA
6406,maps.google.com,2010-04-06,1km,landslide,downpour,2,0.0,Brazil,BR,-43.0784,-22.9006,SA
6407,fortunatimes.com,2010-11-04,10km,landslide,tropical_cyclone,2,0.0,Costa Rica,CR,-83.6055,9.1922,NA
6408,poleshift.ning,2011-05-05,50km,landslide,downpour,2,0.0,Indonesia,ID,119.6525,-3.6849,AS
6409,usa.chinadaily.com.cn,2013-07-05,1km,landslide,downpour,2,5.0,China,CN,104.1313,28.2654,AS
6410,canada,2008-05-18,5km,mudslide,snowfall_snowmelt,1,1.0,Canada,CA,-117.4619,49.7701,NA
6411,sify.com,2010-09-19,50km,landslide,downpour,2,0.0,India,IN,80.058,29.7911,AS
6412,Bangor Daily News,2016-07-07,5km,mudslide,rain,2,0.0,United States,US,-68.9434,47.1496,NA
6413,The Express Tribune,2016-04-04,50km,landslide,continuous_rain,3,35.0,Pakistan,PK,73.1642,35.2856,AS
6414,Dhaka Tribune,2015-06-27,25km,landslide,monsoon,1,1.0,Bangladesh,BD,92.118,21.4406,AS
6416,State Times,2015-03-30,5km,landslide,continuous_rain,2,16.0,India,IN,74.79899999999999,33.9445,AS
6417,BBC,2015-03-08,10km,landslide,downpour,1,0.0,United Kingdom,GB,-5.0937,57.147,EU
6418,3 News,2014-03-05,1km,landslide,downpour,3,0.0,New Zealand,NZ,172.7072,-43.6069,OC
6420,WSAZ,2015-03-05,1km,mudslide,snowfall_snowmelt,2,0.0,United States,US,-81.7334,38.5312,NA
6421,maps.google.com,2010-04-06,1km,landslide,downpour,2,0.0,Brazil,BR,-43.1201,-22.9033,SA
6423,dawn,2010-08-07,10km,landslide,downpour,3,45.0,Pakistan,PK,75.6213,35.0148,AS
6426,Republica,2014-07-21,5km,landslide,downpour,1,1.0,Nepal,NP,81.6165,29.1491,AS
6428,monstersandcritics,2010-08-02,50km,mudslide,downpour,2,6.0,Nepal,NP,86.0332,27.6661,AS
6429,himvani,2010-09-22,5km,landslide,downpour,2,0.0,India,IN,77.1038,31.0215,AS
6431,ibnlive.in,2011-06-29,25km,landslide,continuous_rain,2,0.0,India,IN,77.2147,32.4318,AS
6432,Nepali Times,2015-07-16,25km,landslide,monsoon,2,0.0,Nepal,NP,85.8888,27.7768,AS
6434,The Tribune,2015-12-29,50km,complex,construction,2,0.0,India,IN,76.86927482,31.46626719,AS
6435,Indian 24 News,2015-12-07,1km,landslide,rain,2,0.0,India,IN,77.4767,10.2288,AS
6438,Shanghai Daily.com,2007-08-29,5km,mudslide,rain,2,1.0,China,CN,107.9833,33.5667,AS
